Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer Id,Customer name,Customer City,Customer Country,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Card Id,Product Category Id,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
TRANSFER,2,1,101.3899994,299.9700012,Late delivery,1,9,Cardio Equipment,5521,Mary Williamson,West Chester,EE. UU.,Home Office,PA,1972 Burning Extension,19380,3,Footwear,39.98081207,-75.78192139,Pacific Asia,Samsun,Turqu­a,5521,10/24/2016 1:10,45354,191,99.98999786,0.25,113312,99.98999786,0.340000004,4,399.9599915,299.9700012,101.3899994,West Asia,Samsun,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,10/26/2016 1:10,First Class
PAYMENT,2,4,61.38000107,198,Advance shipping,0,24,Women's Apparel,6022,Mary Smith,West Chester,EE. UU.,Consumer,PA,6007 Velvet Maze,19380,5,Golf,39.96376801,-75.60626221,Pacific Asia,Adelaide,Australia,6022,12/13/2015 18:26,23756,502,2,0.01,59447,50,0.310000002,4,200,198,61.38000107,Oceania,Australia del Sur,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,12/15/2015 18:26,Standard Class
PAYMENT,2,2,30.79000092,87.95999908,Shipping on time,0,40,Accessories,5563,Paul Trevino,West Chester,EE. UU.,Corporate,PA,5667 Quaking Bear Bay,19380,6,Outdoors,39.96376801,-75.60626221,LATAM,Villa Nueva,Guatemala,5563,4/10/2017 19:51,56916,893,12,0.119999997,142354,24.98999977,0.349999994,4,99.95999908,87.95999908,30.79000092,Central America,Guatemala,PENDING_PAYMENT,893,40,Team Golf Pittsburgh Steelers Putter Grip,24.98999977,0,4/12/2017 19:51,Second Class
TRANSFER,3,4,23.26000023,109.1800003,Advance shipping,0,17,Cleats,2327,Helen Martin,West Chester,EE. UU.,Corporate,PA,9533 High Mountain,19380,4,Apparel,39.96376801,-75.60626221,LATAM,San Crist›bal de Las Casas,M?xico,2327,5/18/2015 3:50,9397,365,10.80000019,0.090000004,23455,59.99000168,0.209999993,2,119.9800034,109.1800003,23.26000023,Central America,Chiapas,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/21/2015 3:50,Standard Class
PAYMENT,5,4,34.02000046,188.9900055,Late delivery,1,48,Water Sports,5563,Paul Trevino,West Chester,EE. UU.,Corporate,PA,5667 Quaking Bear Bay,19380,7,Fan Shop,39.96376801,-75.60626221,Pacific Asia,Ballarat,Australia,5563,1/7/2016 11:34,25449,1073,11,0.059999999,63753,199.9900055,0.180000007,1,199.9900055,188.9900055,34.02000046,Oceania,Victoria,PENDING_PAYMENT,1073,48,Pelican Sunstream 100 Kayak,199.9900055,0,1/12/2016 11:34,Standard Class
CASH,4,4,31.34000015,62.68000031,Shipping on time,0,41,Trade-In,10545,Kenneth Smith,West Chester,EE. UU.,Consumer,PA,3520 Hazy Inlet,19380,6,Outdoors,39.98681259,-75.54330444,Pacific Asia,Shanghÿi,China,10545,11/25/2015 4:26,22483,926,1.279999971,0.02,56263,15.98999977,0.5,4,63.95999908,62.68000031,31.34000015,Eastern Asia,Shanghÿi,CLOSED,926,41,Glove It Imperial Golf Towel,15.98999977,0,11/29/2015 4:26,Standard Class
DEBIT,6,4,30.70999908,122.8399963,Late delivery,1,18,Men's Footwear,5521,Mary Williamson,West Chester,EE. UU.,Home Office,PA,1972 Burning Extension,19380,4,Apparel,39.98081207,-75.78192139,Europe,Maastricht,Pa­ses Bajos,5521,10/1/2015 18:21,18755,403,7.150000095,0.059999999,46893,129.9900055,0.25,1,129.9900055,122.8399963,30.70999908,Western Europe,Limburgo,COMPLETE,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,10/7/2015 18:21,Standard Class
TRANSFER,5,2,1.730000019,43.18999863,Late delivery,1,6,Tennis & Racquet,5563,Paul Trevino,West Chester,EE. UU.,Corporate,PA,5667 Quaking Bear Bay,19380,2,Fitness,39.96376801,-75.60626221,Pacific Asia,Puyang,China,5563,1/26/2016 11:00,26749,116,1.799999952,0.039999999,67013,44.99000168,0.039999999,1,44.99000168,43.18999863,1.730000019,Eastern Asia,Henan,PROCESSING,116,6,Nike Men's Comfort 2 Slide,44.99000168,0,1/31/2016 11:00,Second Class
TRANSFER,2,1,11.39999962,151.9600067,Shipping canceled,0,29,Shop By Sport,2504,Mary Smith,West Chester,EE. UU.,Corporate,PA,1548 Lazy Place,19380,5,Golf,39.96376801,-75.60626221,USCA,Laval,Canada,2504,9/4/2016 16:18,41972,627,8,0.050000001,104773,39.99000168,0.079999998,4,159.9600067,151.9600067,11.39999962,Canada,Quebec,SUSPECTED_FRAUD,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,9/6/2016 16:18,First Class
TRANSFER,5,4,59.75999832,165.9900055,Late delivery,1,48,Water Sports,10545,Kenneth Smith,West Chester,EE. UU.,Consumer,PA,3520 Hazy Inlet,19380,7,Fan Shop,39.98681259,-75.54330444,LATAM,Tegucigalpa,Honduras,10545,2/19/2017 15:43,53479,1073,34,0.170000002,133636,199.9900055,0.360000014,1,199.9900055,165.9900055,59.75999832,Central America,Francisco Morazÿn,PENDING,1073,48,Pelican Sunstream 100 Kayak,199.9900055,0,2/24/2017 15:43,Standard Class
DEBIT,4,2,143.9900055,299.9899902,Late delivery,1,45,Fishing,6670,Betty Lopez,West Chester,EE. UU.,Corporate,PA,4971 Indian Campus,19380,7,Fan Shop,39.96376801,-75.60626221,Africa,Luanda,Angola,6670,12/29/2016 10:53,49903,1004,100,0.25,124774,399.980011,0.479999989,1,399.980011,299.9899902,143.9900055,Central Africa,Luanda,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,1/2/2017 10:53,Second Class
PAYMENT,6,2,-8.960000038,48.97999954,Late delivery,1,46,Indoor/Outdoor Games,2327,Helen Martin,West Chester,EE. UU.,Corporate,PA,9533 High Mountain,19380,7,Fan Shop,39.96376801,-75.60626221,USCA,Oceanside,Estados Unidos,2327,5/13/2016 11:54,34150,1014,1,0.02,85251,49.97999954,-0.180000007,1,49.97999954,48.97999954,-8.960000038,East of USA,Nueva York,PENDING_PAYMENT,1014,46,O'Brien Men's Neoprene Life Vest,49.97999954,0,5/19/2016 11:54,Second Class
PAYMENT,6,2,20.78000069,49.47999954,Late delivery,1,46,Indoor/Outdoor Games,2327,Helen Martin,West Chester,EE. UU.,Corporate,PA,9533 High Mountain,19380,7,Fan Shop,39.96376801,-75.60626221,USCA,Oceanside,Estados Unidos,2327,5/13/2016 11:54,34150,1014,0.5,0.01,85254,49.97999954,0.419999987,1,49.97999954,49.47999954,20.78000069,East of USA,Nueva York,PENDING_PAYMENT,1014,46,O'Brien Men's Neoprene Life Vest,49.97999954,0,5/19/2016 11:54,Second Class
DEBIT,6,4,43.68000031,272.980011,Late delivery,1,43,Camping & Hiking,5521,Mary Williamson,West Chester,EE. UU.,Home Office,PA,1972 Burning Extension,19380,7,Fan Shop,39.98081207,-75.78192139,Europe,Maastricht,Pa­ses Bajos,5521,10/1/2015 18:21,18755,957,27,0.090000004,46894,299.980011,0.159999996,1,299.980011,272.980011,43.68000031,Western Europe,Limburgo,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,10/7/2015 18:21,Standard Class
DEBIT,2,4,-63.75,42.5,Advance shipping,0,24,Women's Apparel,5563,Paul Trevino,West Chester,EE. UU.,Corporate,PA,5667 Quaking Bear Bay,19380,5,Golf,39.96376801,-75.60626221,LATAM,Guayana,Venezuela,5563,5/27/2017 19:58,60136,502,7.5,0.150000006,150493,50,-1.5,1,50,42.5,-63.75,South America,Bol­var,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,5/29/2017 19:58,Standard Class
TRANSFER,5,2,83.30000305,169.9900055,Late delivery,1,48,Water Sports,5563,Paul Trevino,West Chester,EE. UU.,Corporate,PA,5667 Quaking Bear Bay,19380,7,Fan Shop,39.96376801,-75.60626221,Pacific Asia,Puyang,China,5563,1/26/2016 11:00,26749,1073,30,0.150000006,67014,199.9900055,0.49000001,1,199.9900055,169.9900055,83.30000305,Eastern Asia,Henan,PROCESSING,1073,48,Pelican Sunstream 100 Kayak,199.9900055,0,1/31/2016 11:00,Second Class
TRANSFER,5,2,70.41999817,224.9900055,Late delivery,1,43,Camping & Hiking,5563,Paul Trevino,West Chester,EE. UU.,Corporate,PA,5667 Quaking Bear Bay,19380,7,Fan Shop,39.96376801,-75.60626221,Pacific Asia,Puyang,China,5563,1/26/2016 11:00,26749,957,75,0.25,67012,299.980011,0.310000002,1,299.980011,224.9900055,70.41999817,Eastern Asia,Henan,PROCESSING,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1/31/2016 11:00,Second Class
TRANSFER,5,2,15.02000046,47.97999954,Late delivery,1,46,Indoor/Outdoor Games,5563,Paul Trevino,West Chester,EE. UU.,Corporate,PA,5667 Quaking Bear Bay,19380,7,Fan Shop,39.96376801,-75.60626221,Pacific Asia,Puyang,China,5563,1/26/2016 11:00,26749,1014,2,0.039999999,67010,49.97999954,0.310000002,1,49.97999954,47.97999954,15.02000046,Eastern Asia,Henan,PROCESSING,1014,46,O'Brien Men's Neoprene Life Vest,49.97999954,0,1/31/2016 11:00,Second Class
TRANSFER,2,1,118.9899979,424.9599915,Late delivery,1,9,Cardio Equipment,5563,Paul Trevino,West Chester,EE. UU.,Corporate,PA,5667 Quaking Bear Bay,19380,3,Footwear,39.96376801,-75.60626221,LATAM,San Fernando,Trinidad y Tobago,5563,3/28/2015 7:14,5913,191,74.98999786,0.150000006,14710,99.98999786,0.280000001,5,499.9500122,424.9599915,118.9899979,Caribbean,San Fernando,PENDING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,3/30/2015 7:14,First Class
DEBIT,6,4,-34.36000061,248.9600067,Late delivery,1,17,Cleats,5521,Mary Williamson,West Chester,EE. UU.,Home Office,PA,1972 Burning Extension,19380,4,Apparel,39.98081207,-75.78192139,Pacific Asia,Hobart,Australia,5521,10/29/2015 5:00,20635,365,50.99000168,0.170000002,51554,59.99000168,-0.140000001,5,299.9500122,248.9600067,-34.36000061,Oceania,Tasmania,COMPLETE,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,11/4/2015 5:00,Standard Class
PAYMENT,2,1,19.60000038,195.9900055,Late delivery,1,48,Water Sports,10545,Kenneth Smith,West Chester,EE. UU.,Consumer,PA,3520 Hazy Inlet,19380,7,Fan Shop,39.98681259,-75.54330444,LATAM,Chinandega,Nicaragua,10545,2/15/2015 7:28,3105,1073,4,0.02,7727,199.9900055,0.100000001,1,199.9900055,195.9900055,19.60000038,Central America,Chinandega,PENDING_PAYMENT,1073,48,Pelican Sunstream 100 Kayak,199.9900055,0,2/17/2015 7:28,First Class
PAYMENT,2,2,39.63999939,109.1900024,Shipping on time,0,18,Men's Footwear,5563,Paul Trevino,West Chester,EE. UU.,Corporate,PA,5667 Quaking Bear Bay,19380,4,Apparel,39.96376801,-75.60626221,LATAM,Villa Nueva,Guatemala,5563,4/10/2017 19:51,56916,403,20.79999924,0.159999996,142356,129.9900055,0.360000014,1,129.9900055,109.1900024,39.63999939,Central America,Guatemala,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,4/12/2017 19:51,Second Class
TRANSFER,5,2,49.13000107,163.7700043,Late delivery,1,17,Cleats,5563,Paul Trevino,West Chester,EE. UU.,Corporate,PA,5667 Quaking Bear Bay,19380,4,Apparel,39.96376801,-75.60626221,Pacific Asia,Puyang,China,5563,1/26/2016 11:00,26749,365,16.20000076,0.090000004,67011,59.99000168,0.300000012,3,179.9700012,163.7700043,49.13000107,Eastern Asia,Henan,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/31/2016 11:00,Second Class
TRANSFER,2,2,70.19999695,269.980011,Shipping canceled,0,43,Camping & Hiking,6022,Mary Smith,West Chester,EE. UU.,Consumer,PA,6007 Velvet Maze,19380,7,Fan Shop,39.96376801,-75.60626221,Europe,Limoges,Francia,6022,6/8/2015 3:58,10836,957,30,0.100000001,27126,299.980011,0.25999999,1,299.980011,269.980011,70.19999695,Western Europe,Aquitania-Lemos­n-Poitou-Charentes,SUSPECTED_FRAUD,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,6/10/2015 3:58,Second Class
DEBIT,5,2,20.38999939,203.9499969,Late delivery,1,76,Women's Clothing,17357,Phyllis Flowers,West Chester,EE. UU.,Consumer,PA,9533 High Mountain,19380,4,Apparel,39.96376801,-75.60626221,Pacific Asia,Manila,Filipinas,17357,12/13/2017 8:28,73804,1363,11.86999989,0.059999999,177119,215.8200073,0.100000001,1,215.8200073,203.9499969,20.38999939,Southeast Asia,Capital Nacional,COMPLETE,1363,76,Summer dresses,215.8200073,0,12/18/2017 8:28,Second Class
DEBIT,4,4,21.26000023,283.480011,Shipping on time,0,43,Camping & Hiking,5521,Mary Williamson,West Chester,EE. UU.,Home Office,PA,1972 Burning Extension,19380,7,Fan Shop,39.98081207,-75.78192139,LATAM,Pucallpa,Perœ,5521,3/22/2017 7:05,55578,957,16.5,0.059999999,139015,299.980011,0.079999998,1,299.980011,283.480011,21.26000023,South America,Ucayali,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,3/26/2017 7:05,Standard Class
DEBIT,6,4,65.62999725,187.5,Late delivery,1,24,Women's Apparel,5521,Mary Williamson,West Chester,EE. UU.,Home Office,PA,1972 Burning Extension,19380,5,Golf,39.98081207,-75.78192139,Europe,Maastricht,Pa­ses Bajos,5521,10/1/2015 18:21,18755,502,62.5,0.25,46891,50,0.349999994,5,250,187.5,65.62999725,Western Europe,Limburgo,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,10/7/2015 18:21,Standard Class
DEBIT,6,4,123.0299988,363.980011,Late delivery,1,45,Fishing,5521,Mary Williamson,West Chester,EE. UU.,Home Office,PA,1972 Burning Extension,19380,7,Fan Shop,39.98081207,-75.78192139,Pacific Asia,Hobart,Australia,5521,10/29/2015 5:00,20635,1004,36,0.090000004,51557,399.980011,0.340000004,1,399.980011,363.980011,123.0299988,Oceania,Tasmania,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,11/4/2015 5:00,Standard Class
PAYMENT,6,4,16.09000015,49.5,Late delivery,1,24,Women's Apparel,2504,Mary Smith,West Chester,EE. UU.,Corporate,PA,1548 Lazy Place,19380,5,Golf,39.96376801,-75.60626221,LATAM,Tecomÿn,M?xico,2504,5/17/2015 13:07,9355,502,0.5,0.01,23340,50,0.330000013,1,50,49.5,16.09000015,Central America,Colima,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,5/23/2015 13:07,Standard Class
PAYMENT,4,4,24.95999908,95.98000336,Shipping on time,0,17,Cleats,5563,Paul Trevino,West Chester,EE. UU.,Corporate,PA,5667 Quaking Bear Bay,19380,4,Apparel,39.96376801,-75.60626221,LATAM,Le›n,Nicaragua,5563,2/12/2017 11:42,52988,365,24,0.200000003,132438,59.99000168,0.25999999,2,119.9800034,95.98000336,24.95999908,Central America,Le›n,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/16/2017 11:42,Standard Class
CASH,6,4,-7.179999828,247.5,Late delivery,1,24,Women's Apparel,2504,Mary Smith,West Chester,EE. UU.,Corporate,PA,1548 Lazy Place,19380,5,Golf,39.96376801,-75.60626221,LATAM,Pirapora,Brasil,2504,6/15/2017 3:18,61390,502,2.5,0.01,153562,50,-0.029999999,5,250,247.5,-7.179999828,South America,Minas Gerais,CLOSED,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,6/21/2017 3:18,Standard Class
PAYMENT,3,4,0.340000004,33.59000015,Advance shipping,0,29,Shop By Sport,6670,Betty Lopez,West Chester,EE. UU.,Corporate,PA,4971 Indian Campus,19380,5,Golf,39.96376801,-75.60626221,LATAM,Reynosa,M?xico,6670,3/31/2015 6:42,6117,627,6.400000095,0.159999996,15286,39.99000168,0.01,1,39.99000168,33.59000015,0.340000004,Central America,Tamaulipas,PENDING_PAYMENT,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,4/3/2015 6:42,Standard Class
